Pair	Ctcf_E_Gm12878	Dnase_E_Gm12878	H3k27ac_E_Gm12878	H3k27me3_E_Gm12878	H3k36me3_E_Gm12878	H3k4me1_E_Gm12878	H3k4me2_E_Gm12878	H3k4me3_E_Gm12878	H3k79me2_E_Gm12878	H3k9ac_E_Gm12878	H3k9me3_E_Gm12878	H4k20me1_E_Gm12878	RAD21_E_Gm12878	TBP_E_Gm12878	Ctcf_P_Gm12878	Dnase_P_Gm12878	H3k27ac_P_Gm12878	H3k27me3_P_Gm12878	H3k36me3_P_Gm12878	H3k4me1_P_Gm12878	H3k4me2_P_Gm12878	H3k4me3_P_Gm12878	H3k79me2_P_Gm12878	H3k9ac_P_Gm12878	H3k9me3_P_Gm12878	H4k20me1_P_Gm12878	RAD21_P_Gm12878	TBP_P_Gm12878	Ctcf_W_Gm12878	Dnase_W_Gm12878	H3k27ac_W_Gm12878	H3k27me3_W_Gm12878	H3k36me3_W_Gm12878	H3k4me1_W_Gm12878	H3k4me2_W_Gm12878	H3k4me3_W_Gm12878	H3k79me2_W_Gm12878	H3k9ac_W_Gm12878	H3k9me3_W_Gm12878	H4k20me1_W_Gm12878	RAD21_W_Gm12878	TBP_W_Gm12878	Ctcf_E_K562	Dnase_E_K562	H3k27ac_E_K562	H3k27me3_E_K562	H3k36me3_E_K562	H3k4me1_E_K562	H3k4me2_E_K562	H3k4me3_E_K562	H3k79me2_E_K562	H3k9ac_E_K562	H3k9me3_E_K562	H4k20me1_E_K562	RAD21_E_K562	TBP_E_K562	Ctcf_P_K562	Dnase_P_K562	H3k27ac_P_K562	H3k27me3_P_K562	H3k36me3_P_K562	H3k4me1_P_K562	H3k4me2_P_K562	H3k4me3_P_K562	H3k79me2_P_K562	H3k9ac_P_K562	H3k9me3_P_K562	H4k20me1_P_K562	RAD21_P_K562	TBP_P_K562	Ctcf_W_K562	Dnase_W_K562	H3k27ac_W_K562	H3k27me3_W_K562	H3k36me3_W_K562	H3k4me1_W_K562	H3k4me2_W_K562	H3k4me3_W_K562	H3k79me2_W_K562	H3k9ac_W_K562	H3k9me3_W_K562	H4k20me1_W_K562	RAD21_W_K562	TBP_W_K562	Ctcf_E_Huvec	Dnase_E_Huvec	H3k27ac_E_Huvec	H3k27me3_E_Huvec	H3k36me3_E_Huvec	H3k4me1_E_Huvec	H3k4me2_E_Huvec	H3k4me3_E_Huvec	H3k79me2_E_Huvec	H3k9ac_E_Huvec	H3k9me3_E_Huvec	H4k20me1_E_Huvec	RAD21_E_Huvec	TBP_E_Huvec	Ctcf_P_Huvec	Dnase_P_Huvec	H3k27ac_P_Huvec	H3k27me3_P_Huvec	H3k36me3_P_Huvec	H3k4me1_P_Huvec	H3k4me2_P_Huvec	H3k4me3_P_Huvec	H3k79me2_P_Huvec	H3k9ac_P_Huvec	H3k9me3_P_Huvec	H4k20me1_P_Huvec	RAD21_P_Huvec	TBP_P_Huvec	Ctcf_W_Huvec	Dnase_W_Huvec	H3k27ac_W_Huvec	H3k27me3_W_Huvec	H3k36me3_W_Huvec	H3k4me1_W_Huvec	H3k4me2_W_Huvec	H3k4me3_W_Huvec	H3k79me2_W_Huvec	H3k9ac_W_Huvec	H3k9me3_W_Huvec	H4k20me1_W_Huvec	RAD21_W_Huvec	TBP_W_Huvec	Ctcf_E_Hmec	Dnase_E_Hmec	H3k27ac_E_Hmec	H3k27me3_E_Hmec	H3k36me3_E_Hmec	H3k4me1_E_Hmec	H3k4me2_E_Hmec	H3k4me3_E_Hmec	H3k79me2_E_Hmec	H3k9ac_E_Hmec	H3k9me3_E_Hmec	H4k20me1_E_Hmec	RAD21_E_Hmec	TBP_E_Hmec	Ctcf_P_Hmec	Dnase_P_Hmec	H3k27ac_P_Hmec	H3k27me3_P_Hmec	H3k36me3_P_Hmec	H3k4me1_P_Hmec	H3k4me2_P_Hmec	H3k4me3_P_Hmec	H3k79me2_P_Hmec	H3k9ac_P_Hmec	H3k9me3_P_Hmec	H4k20me1_P_Hmec	RAD21_P_Hmec	TBP_P_Hmec	Ctcf_W_Hmec	Dnase_W_Hmec	H3k27ac_W_Hmec	H3k27me3_W_Hmec	H3k36me3_W_Hmec	H3k4me1_W_Hmec	H3k4me2_W_Hmec	H3k4me3_W_Hmec	H3k79me2_W_Hmec	H3k9ac_W_Hmec	H3k9me3_W_Hmec	H4k20me1_W_Hmec	RAD21_W_Hmec	TBP_W_Hmec	Ctcf_E_Nhek	Dnase_E_Nhek	H3k27ac_E_Nhek	H3k27me3_E_Nhek	H3k36me3_E_Nhek	H3k4me1_E_Nhek	H3k4me2_E_Nhek	H3k4me3_E_Nhek	H3k79me2_E_Nhek	H3k9ac_E_Nhek	H3k9me3_E_Nhek	H4k20me1_E_Nhek	RAD21_E_Nhek	TBP_E_Nhek	Ctcf_P_Nhek	Dnase_P_Nhek	H3k27ac_P_Nhek	H3k27me3_P_Nhek	H3k36me3_P_Nhek	H3k4me1_P_Nhek	H3k4me2_P_Nhek	H3k4me3_P_Nhek	H3k79me2_P_Nhek	H3k9ac_P_Nhek	H3k9me3_P_Nhek	H4k20me1_P_Nhek	RAD21_P_Nhek	TBP_P_Nhek	Ctcf_W_Nhek	Dnase_W_Nhek	H3k27ac_W_Nhek	H3k27me3_W_Nhek	H3k36me3_W_Nhek	H3k4me1_W_Nhek	H3k4me2_W_Nhek	H3k4me3_W_Nhek	H3k79me2_W_Nhek	H3k9ac_W_Nhek	H3k9me3_W_Nhek	H4k20me1_W_Nhek	RAD21_W_Nhek	TBP_W_Nhek	Distance	Count
chr17_100000_105000-chr17_950000_955000	0.618914	1.87208	0.470874	1.04477	0.640022	0.687743	0.14624	0.904402	0.335345	0.865206	0.586053	1.63145	1.45727	0.01	1.03247	2.4814	0.928317	0.54145	4.25428	0.627112	0.282481	0.669943	1.10886	0.791135	0.538986	2.94772	3.68922	0.01	1.51876	2.31747	1.46381	1.37784	2.52854	1.46466	1.81589	1.74852	1.59052	1.85391	1.19058	1.98858	3.25742	0.0741067	1.02062	0.797935	0.468885	1.15123	1.77869	0.281055	0.515195	0.60395	0.263735	0.38638	0.75056	1.09538	1.27426	0.01	2.33055	1.63065	1.4018	2.17948	3.50728	0.496125	0.61511	0.91983	0.52475	0.595105	1.39781	1.83324	4.20178	0.01	1.41696	1.534	1.25602	1.362	2.00463	1.30964	1.32782	1.35987	1.12908	1.22587	1.1317	1.27979	2.91971	0.0644254	0.61552	1.40868	0.190263	0.537516	0.722068	0.435531	0.42751	0.479868	0.262423	0.713211	0.568355	0.65463	1.08078	0.01	2.19013	4.59003	1.63798	0.335469	5.33049	0.729307	0.513756	0.597144	1.88569	1.01488	0.481504	0.559631	3.72682	0.01	2.47788	3.61255	3.2727	1.02484	2.92685	4.02983	2.83769	2.47393	2.64082	3.11794	0.865089	1.56686	2.89775	0.0635621	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	845000	1.16554
chr17_100000_105000-chr17_955000_960000	0.618914	1.87208	0.470874	1.04477	0.640022	0.687743	0.14624	0.904402	0.335345	0.865206	0.586053	1.63145	1.45727	0.01	4.68897	3.66625	0.545301	0.912815	4.95702	0.638202	0.01	0.368545	0.53368	0.561084	0.80923	3.1088	6.68043	0.01	1.5159	2.31844	1.46066	1.37292	2.53869	1.45973	1.80687	1.74217	1.58769	1.84766	1.18675	1.99422	3.25996	0.0737296	1.02062	0.797935	0.468885	1.15123	1.77869	0.281055	0.515195	0.60395	0.263735	0.38638	0.75056	1.09538	1.27426	0.01	9.22445	5.5359	1.23765	0.791465	1.56438	0.7708	0.99779	1.16725	0.69258	0.609205	1.11613	1.68968	5.82359	0.01	1.42234	1.53457	1.25688	1.36681	2.01347	1.30486	1.32363	1.35728	1.12552	1.22216	1.13326	1.28305	2.92725	0.0641053	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	850000	0.398547
chr17_100000_105000-chr17_975000_980000	0.618914	1.87208	0.470874	1.04477	0.640022	0.687743	0.14624	0.904402	0.335345	0.865206	0.586053	1.63145	1.45727	0.01	0.695322	2.29641	1.16369	0.50966	4.30427	0.520879	0.495633	1.19173	0.933184	0.531855	0.578147	2.0369	7.21469	0.712509	1.5486	2.33203	1.44341	1.35719	2.66381	1.45328	1.7799	1.72776	1.56738	1.82603	1.2352	2.00357	3.31069	0.0722645	1.02062	0.797935	0.468885	1.15123	1.77869	0.281055	0.515195	0.60395	0.263735	0.38638	0.75056	1.09538	1.27426	0.01	1.02063	1.26426	0.54557	1.1489	2.86183	0.26363	0.368145	0.80071	0.329925	0.64219	0.843375	1.41348	6.43697	0.540275	1.47815	1.58073	1.25001	1.36094	2.02174	1.291	1.31212	1.34946	1.11237	1.20522	1.12775	1.28826	2.96847	0.0628615	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	870000	0.657833
chr17_100000_105000-chr17_985000_990000	0.618914	1.87208	0.470874	1.04477	0.640022	0.687743	0.14624	0.904402	0.335345	0.865206	0.586053	1.63145	1.45727	0.01	0.864743	2.05826	0.662695	0.460575	6.47445	0.987815	0.45378	1.08579	1.10849	1.23433	0.627078	2.80469	2.53255	0.01	1.53878	2.33892	1.44155	1.34838	2.69106	1.45123	1.76742	1.71991	1.56527	1.81229	1.22987	2.00595	3.3668	0.0755485	1.02062	0.797935	0.468885	1.15123	1.77869	0.281055	0.515195	0.60395	0.263735	0.38638	0.75056	1.09538	1.27426	0.01	0.84474	1.14438	0.682125	1.76484	2.69864	0.78828	0.505995	0.80319	0.43158	0.371585	1.47535	1.8874	2.2022	0.01	1.47372	1.57798	1.24394	1.35996	2.03165	1.28034	1.30343	1.34253	1.1038	1.19791	1.12738	1.29264	3.02199	0.0652737	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	880000	0.654368
chr17_100000_105000-chr17_990000_995000	0.618914	1.87208	0.470874	1.04477	0.640022	0.687743	0.14624	0.904402	0.335345	0.865206	0.586053	1.63145	1.45727	0.01	1.29787	3.71687	0.565295	0.503236	6.0484	1.13219	0.59683	0.859855	1.61937	1.07746	0.591258	3.69338	4.15874	0.01	1.53497	2.33734	1.43715	1.34336	2.71243	1.44862	1.76	1.71633	1.56269	1.80902	1.22647	2.01046	3.36209	0.0751782	1.02062	0.797935	0.468885	1.15123	1.77869	0.281055	0.515195	0.60395	0.263735	0.38638	0.75056	1.09538	1.27426	0.01	0.872165	2.6665	1.77732	1.01448	1.59883	0.865485	1.27632	2.30365	0.334	0.81191	0.968525	1.5587	3.97155	0.01	1.47017	1.57553	1.24076	1.36225	2.03542	1.27756	1.29892	1.33948	1.1	1.19324	1.12934	1.296	3.01736	0.0649614	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.382044	0.508622	0.241094	0.986174	0.466694	0.461739	0.19168	0.534073	0.312152	0.301457	4.15078	1.11748	1.05698	0.01	1.93694	4.05645	7.2614	0.95938	4.47579	16.7375	8.90303	2.03325	3.96813	5.24349	1.1168	1.68729	4.06814	0.01	1.434	2.58531	3.20874	0.946462	3.10066	2.93142	2.54759	2.35152	5.17886	2.54111	1.52024	1.76395	2.91695	0.0676802	0.1662	2.36512	0.204299	2.0398	1.07669	0.268747	0.360802	0.762837	0.242768	0.765605	2.25551	0.858199	1.31972	0.01	0.4786	5.63796	4.40471	1.09826	5.73546	7.35179	4.89894	3.06987	1.32037	5.00761	0.862563	2.86115	4.05599	0.01	1.95261	2.9628	4.46408	1.33808	4.06679	3.24839	3.4365	2.58517	6.28074	4.04319	1.09695	2.81463	3.18127	0.0653621	885000	0.60541
chr17_100000_105000-chr17_995000_1000000	0.618914	1.87208	0.470874	1.04477	0.640022	0.687743	0.14624	0.904402	0.335345	0.865206	0.586053	1.63145	1.45727	0.01	1.04886	3.60952	2.17323	0.790681	5.82293	1.9475	1.1832	0.851373	2.75315	1.69089	1.1724	3.3811	4.66167	0.01	1.53364	2.34509	1.43225	1.33864	2.73117	1.44684	1.75347	1.71152	1.56301	1.80491	1.2229	2.01991	3.36656	0.074812	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.1662	2.36512	0.204299	2.0398	1.07669	0.268747	0.360802	0.762837	0.242768	0.765605	2.25551	0.858199	1.31972	0.01	1.62434	6.70119	3.85544	1.36843	6.32774	11.7893	5.73424	2.21972	2.25758	3.66147	0.993029	2.61181	4.2005	0.01	1.94433	2.97783	4.46374	1.33673	4.07616	3.27145	3.44472	2.5879	6.25287	4.04861	1.09564	2.81489	3.18618	0.0650511	890000	0.888693
chr17_10000_15000-chr17_1000000_1005000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	1.44314	3.03645	1.46231	0.378992	5.64752	2.74729	1.14794	1.2979	3.55351	2.05329	0.736492	4.01496	1.4499	0.01	1.49047	2.44846	1.36529	1.42564	2.56091	1.45106	1.68721	1.63891	1.4607	1.74135	1.23143	2.0328	3.87601	0.0786824	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	1.31151	2.39387	1.32577	0.436468	4.99322	1.02614	0.74595	0.949738	3.88291	0.889012	0.774703	1.65889	1.10994	0.01	2.3817	3.80186	3.17518	1.17756	2.99573	4.09904	2.68342	2.31962	2.41754	2.93613	0.882515	1.51561	3.4677	0.0658711	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	985000	0.622034
chr17_10000_15000-chr17_100000_105000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	0.618914	1.87208	0.470874	1.04477	0.640022	0.687743	0.14624	0.904402	0.335345	0.865206	0.586053	1.63145	1.45727	0.01	1.1157	3.49645	0.66927	2.39628	0.699218	1.51098	1.11374	0.968212	0.379677	1.13029	1.36217	2.11204	9.30627	0.127288	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	0.61552	1.40868	0.190263	0.537516	0.722068	0.435531	0.42751	0.479868	0.262423	0.713211	0.568355	0.65463	1.08078	0.01	1.308	4.97176	1.56434	3.15099	1.36594	3.46275	1.86678	1.30666	0.458078	1.45141	0.924719	1.00793	8.51327	0.0947536	2.8173	1.90932	0.800548	2.061	0.639318	0.803387	0.509254	0.778104	0.308343	0.735276	6.05792	1.51637	6.06902	0.01	0.382044	0.508622	0.241094	0.986174	0.466694	0.461739	0.19168	0.534073	0.312152	0.301457	4.15078	1.11748	1.05698	0.01	0.832535	1.00938	0.528142	2.21881	0.727611	0.771084	0.723177	0.737067	0.310062	0.782144	4.593	1.39023	8.11221	0.102952	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	0.1662	2.36512	0.204299	2.0398	1.07669	0.268747	0.360802	0.762837	0.242768	0.765605	2.25551	0.858199	1.31972	0.01	0.881222	3.44395	0.359949	5.21058	0.737689	1.0278	0.947703	1.21005	0.308458	0.748045	2.14642	2.44364	8.64507	0.100469	85000	2.79867
chr17_10000_15000-chr17_1005000_1010000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	1.54603	3.08204	1.20091	0.486801	5.30551	1.93327	1.3307	0.642302	4.75431	1.52895	1.16225	4.10042	2.12744	0.01	1.49023	2.45143	1.36578	1.42035	2.57649	1.45761	1.68449	1.63719	1.47127	1.74292	1.22893	2.04281	3.86376	0.0783355	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	0.624535	0.8418	0.81046	2.07598	3.75062	0.82586	0.82053	1.04394	0.39028	0.43552	1.27424	1.7623	1.76595	0.01	1.39642	1.5273	1.20753	1.34103	2.01596	1.1966	1.22854	1.29112	1.02052	1.11786	1.12436	1.31109	3.48434	0.0669199	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	2.30636	2.30531	0.4911	0.248686	4.17909	1.12301	1.20651	1.04964	7.033	1.59205	1.23491	2.37377	1.78278	0.01	2.37629	3.79474	3.16584	1.17381	3.00582	4.08352	2.67363	2.3127	2.42494	2.9258	0.881971	1.51634	3.45579	0.0655889	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	990000	1.04781
chr17_10000_15000-chr17_1010000_1015000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	2.35911	9.29032	8.96499	0.640438	2.4065	10.1106	14.4345	11.5285	15.5515	11.2666	0.586106	4.24402	14.4236	0.702416	1.49051	2.4546	1.36496	1.41566	2.59021	1.46	1.68271	1.63219	1.48777	1.74185	1.22859	2.05315	3.85503	0.0779921	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	3.81478	10.0452	8.44004	2.32998	2.1431	17.4212	23.2231	10.7986	3.1921	10.0046	0.849708	3.63841	14.0592	0.533066	1.83922	3.03085	4.04964	1.67005	3.79457	3.09171	3.20274	2.44825	5.65556	3.72134	1.18885	2.77282	3.63173	0.0669701	995000	0.928493
chr17_10000_15000-chr17_105000_110000	6.22236	9.03853	0.625529	2.41148	0.589309	3.76434	1.3964	0.704901	0.518792	2.0016	1.18888	2.56082	8.29351	0.01	0.819155	1.85471	0.376448	0.735031	0.181653	0.421446	0.383495	0.474711	0.0474991	0.584924	0.44587	1.71682	4.11655	0.01	1.0881	3.4062	0.658248	2.3212	0.695929	1.46524	1.05999	0.964667	0.377215	1.11557	1.31905	2.08534	8.87022	0.120772	9.3853	3.45665	0.61552	1.31639	2.1278	0.55213	0.25696	0.79941	0.206953	0.472632	1.09052	1.45085	6.62586	0.01	0.82986	0.71042	0.16109	0.86988	1.05464	0.214	0.29379	0.13045	0.0949935	0.47734	0.481625	1.20221	3.51925	0.01	0.77607	1.00138	0.883885	1.05615	1.59524	0.492848	0.58273	0.799319	0.345388	0.459724	1.05425	1.36176	8.14473	0.0956651	10.7847	9.53831	0.280393	2.0051	0.366035	0.381004	0.646111	0.356545	0.401067	2.01975	0.899206	1.38492	6.9067	0.01	1.31086	2.56117	0.242556	2.48118	0.704848	2.97803	0.512806	1.16489	0.307521	0.601725	0.691849	1.01726	3.43461	0.01	1.26953	4.77381	1.488	3.0058	1.33017	3.29458	1.78682	1.26073	0.447208	1.41039	0.904921	0.988302	8.10036	0.090045	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.30969	6.22798	0.641721	3.40567	0.721126	0.354996	0.711603	1.60039	0.273298	0.594564	1.88239	3.01943	7.00533	0.01	0.322401	2.117	0.284699	1.1697	0.227036	0.235453	0.191654	0.748377	0.185346	0.477548	4.39403	1.72951	3.75991	0.01	0.841498	3.38401	0.351302	5.03442	0.756523	0.985633	0.915097	1.1852	0.304808	0.749021	2.15248	2.35556	8.2381	0.0954425	90000	2.46587
