Pair	Ctcf_E	Dnase_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me1_E	H3k4me2_E	H3k4me3_E	H3k79me2_E	H3k9ac_E	H3k9me3_E	H4k20me1_E	RAD21_E	TBP_E	Ctcf_P	Dnase_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me1_P	H3k4me2_P	H3k4me3_P	H3k79me2_P	H3k9ac_P	H3k9me3_P	H4k20me1_P	RAD21_P	TBP_P	Ctcf_W	Dnase_W	H3k27ac_W	H3k27me3_W	H3k36me3_W	H3k4me1_W	H3k4me2_W	H3k4me3_W	H3k79me2_W	H3k9ac_W	H3k9me3_W	H4k20me1_W	RAD21_W	TBP_W	Distance	Count
chr17_0_5000-chr17_475000_480000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.18235	1.01899	0.91458	0.653372	3.48888	0.880554	0.708756	0.693713	0.556279	1.02701	1.46285	2.4122	3.34041	0.01	1.21843	2.2623	1.04464	1.45904	1.28486	1.33637	1.31778	1.10008	0.627655	1.26221	1.12706	1.67412	4.19921	0.063741	470000	2.67396
chr17_0_5000-chr17_480000_485000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.2328	0.832464	0.822958	1.02234	3.16392	0.710763	0.72633	0.928382	0.737644	1.47297	1.24439	2.68124	0.01	0.01	1.21805	2.24921	1.04327	1.45056	1.30806	1.33157	1.31137	1.09581	0.626904	1.25974	1.13059	1.68189	4.19017	0.0631753	475000	2.9301
chr17_0_5000-chr17_485000_490000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.61547	1.49964	1.57892	0.681278	4.99007	0.615315	0.827366	0.970125	0.964649	0.976714	1.67516	3.28242	1.86931	0.01	1.2182	2.23446	1.04097	1.4461	1.32739	1.3251	1.30528	1.09406	0.628057	1.26196	1.13178	1.6923	4.14663	0.0626214	480000	1.96069
chr17_0_5000-chr17_495000_500000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.59999	0.677632	0.279008	0.24177	1.19289	0.276408	0.0693134	0.389222	0.260347	0.389982	0.979722	0.655994	17.3206	0.01	1.22051	2.21198	1.03927	1.42741	1.37186	1.3101	1.29093	1.08679	0.631122	1.25404	1.13255	1.70342	4.08746	0.0615475	490000	1.33531
chr17_0_5000-chr17_500000_505000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.836853	2.05806	1.14351	0.4884	3.9335	1.3654	0.691202	0.971816	0.589737	1.31716	0.970152	1.7773	3.64599	0.01	1.22434	2.19648	1.03159	1.41543	1.37005	1.29966	1.27859	1.07974	0.627376	1.24532	1.131	1.69284	4.22113	0.0610268	495000	2.36095
chr17_0_5000-chr17_50000_55000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.11424	5.64162	0.54823	2.10748	0.643917	1.02669	0.572575	0.912893	0.331274	0.878375	0.891439	2.72288	2.01045	0.01	1.61748	4.74066	0.759984	2.98291	0.64472	1.98971	1.31021	1.01107	0.361007	1.24768	1.37653	2.0508	13.4354	0.0984066	45000	4.2593
chr17_0_5000-chr17_5000_10000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.865063	2.87524	0.379039	2.22835	0.68038	0.83982	0.418721	0.757967	0.228921	1.25034	1.15633	1.91867	3.39809	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	6.18687
chr17_0_5000-chr17_505000_510000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.68075	2.99733	1.33553	1.0354	5.06972	1.49838	0.750516	0.890539	0.542656	1.6142	0.874224	2.38285	3.28519	0.01	1.22047	2.1951	1.03271	1.40616	1.39568	1.30032	1.27271	1.07867	0.627	1.24603	1.12939	1.69368	4.21537	0.0605165	500000	3.08761
chr17_0_5000-chr17_520000_525000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.52983	1.20644	1.22096	0.81843	5.19091	0.960031	0.401105	0.93993	0.554373	0.794242	4.2409	2.13293	1.21548	0.01	1.22847	2.19867	1.10549	1.38953	1.4859	1.32035	1.26072	1.07949	0.644116	1.26301	1.17248	1.7024	4.15271	0.0590452	515000	1.98636
chr17_0_5000-chr17_525000_530000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.65155	1.28069	0.831543	0.749776	7.68797	0.971928	0.75046	0.611579	0.936032	1.23589	1.09959	2.31013	2.5038	0.01	1.23136	2.18912	1.1066	1.38404	1.52152	1.31688	1.25246	1.07815	0.643253	1.2585	1.20198	1.70654	4.12447	0.0585736	520000	2.37502
chr17_0_5000-chr17_530000_535000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.95428	2.6093	2.24883	0.814636	7.49722	2.00159	0.785709	1.22688	1.25645	1.31345	1.82619	1.95466	2.4057	0.01	1.23537	2.18047	1.10398	1.378	1.58025	1.3136	1.24768	1.07371	0.646042	1.25828	1.201	1.71229	4.10903	0.058111	525000	2.34901
chr17_0_5000-chr17_535000_540000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.11939	1.43778	0.865519	0.84426	2.43734	0.6102	0.264867	0.545808	0.416417	0.890128	0.874176	1.1683	0.01	0.01	1.24215	2.18452	1.11478	1.37268	1.63607	1.32009	1.24332	1.07515	0.6518	1.25881	1.2069	1.71457	4.09296	0.0576571	530000	3.24091
chr17_0_5000-chr17_550000_555000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.27094	1.50263	0.737115	0.799973	6.03788	0.726576	0.537348	1.39985	0.852088	1.32266	2.03781	2.35567	1.68214	0.01	1.24029	2.15669	1.10228	1.36154	1.7014	1.30411	1.21812	1.0688	0.649914	1.24457	1.24012	1.70423	3.98626	0.0563454	545000	2.85024
chr17_0_5000-chr17_55000_60000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.21729	3.25427	0.5511	2.46581	0.766744	0.509017	0.655976	0.917067	0.41031	0.87123	1.86149	2.34473	4.95737	0.01	1.56716	4.83075	0.738808	2.89536	0.64464	1.89341	1.23645	1.00126	0.358033	1.21075	1.32802	2.11801	12.2929	0.089566	50000	4.22805
chr17_0_5000-chr17_555000_560000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.67937	2.54651	0.605468	1.0651	7.80572	0.692799	0.495648	1.15381	0.881544	1.71584	0.682174	2.03186	3.51461	0.01	1.24057	2.15075	1.09896	1.35644	1.74082	1.29886	1.21194	1.07181	0.651752	1.24528	1.24737	1.71015	3.96532	0.0559241	550000	3.22782
chr17_0_5000-chr17_560000_565000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.943123	2.16481	1.94819	0.883225	5.21899	2.4071	1.67256	1.24392	0.948872	1.65896	1.25905	2.42744	0.599236	0.679703	1.24452	2.15431	1.09452	1.35381	1.79546	1.2934	1.20548	1.07255	0.653823	1.24952	1.24228	1.71305	3.96126	0.0555104	555000	3.06375
chr17_0_5000-chr17_570000_575000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.54519	2.07746	0.837366	0.666349	5.63006	0.731667	0.902871	0.943676	1.29005	1.52894	0.627254	1.97604	2.13096	0.01	1.24344	2.15376	1.11173	1.34988	1.84652	1.31881	1.21014	1.08063	0.661154	1.25424	1.24511	1.7197	3.91813	0.0606314	565000	3.31883
chr17_0_5000-chr17_580000_585000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.68532	1.27761	1.10487	0.553406	5.30007	1.06533	1.14154	0.970162	2.24927	1.63507	0.874144	2.00136	2.97787	0.01	1.24532	2.15275	1.10994	1.34242	1.91844	1.31169	1.20414	1.08314	0.681395	1.259	1.2382	1.72982	3.89023	0.0597509	575000	2.92059
chr17_0_5000-chr17_585000_590000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	2.10279	2.21236	1.84806	0.898161	6.18784	1.89656	1.45574	1.24571	2.84265	1.52453	1.5968	3.05891	0.612212	0.01	1.24911	2.1452	1.1099	1.33562	1.94759	1.30956	1.2036	1.08217	0.694911	1.26225	1.23506	1.73216	3.88237	0.059322	580000	3.44689
chr17_0_5000-chr17_590000_595000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	2.33599	0.847978	1.76347	0.885169	7.2396	1.57914	0.631767	1.39374	1.83829	1.82805	1.3901	2.64712	3.04385	0.01	1.25641	2.14578	1.11621	1.33188	1.98383	1.31458	1.20575	1.08356	0.713268	1.26449	1.23815	1.7435	3.85442	0.0589005	585000	3.63005
chr17_0_5000-chr17_595000_600000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.59162	1.08677	0.682709	0.735031	8.25104	0.873934	0.655939	0.890603	1.02549	1.25757	0.538991	2.47782	0.588316	0.01	1.26556	2.13478	1.12169	1.3281	2.02837	1.31682	1.20089	1.08619	0.722802	1.26926	1.23944	1.75115	3.84755	0.058486	590000	3.50362
chr17_0_5000-chr17_600000_605000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	5.21669	2.16396	0.911816	1.02241	7.64685	1.37561	0.76807	1.1473	2.04691	1.48507	0.778198	2.93159	4.00492	0.01	1.2683	2.12597	1.118	1.32311	2.08066	1.3131	1.19631	1.08455	0.725345	1.26917	1.23356	1.75726	3.82016	0.0580786	595000	3.71425
chr17_0_5000-chr17_60000_65000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.34974	2.98907	0.488101	2.7167	0.832089	0.915461	0.478035	0.886295	0.341381	1.28628	0.762731	2.68708	6.46527	0.01	1.53535	4.68744	0.721744	2.85631	0.65574	1.76755	1.18368	0.993602	0.362786	1.17988	1.37652	2.13862	11.626	0.0823327	55000	4.33807
chr17_0_5000-chr17_605000_610000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.6204	1.10835	1.68169	0.406823	5.02171	1.8352	0.94607	1.37746	4.29181	2.04681	0.715394	2.58919	2.18908	0.01	1.3012	2.12629	1.11628	1.32061	2.12705	1.31362	1.19274	1.08507	0.736359	1.27097	1.22976	1.76705	3.8217	0.0576779	600000	3.69369
chr17_0_5000-chr17_615000_620000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.77431	7.03658	7.50752	0.939465	3.01012	5.90303	16.2124	16.5239	17.361	15.4338	1.29334	2.13568	4.95458	0.01	1.30929	2.11243	1.12993	1.31067	2.20841	1.32924	1.1993	1.09361	0.825511	1.28642	1.22422	1.7935	3.81905	0.0568963	610000	3.33379
chr17_0_5000-chr17_620000_625000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.19334	1.03418	0.830201	1.74456	2.0514	2.52517	2.03565	1.24496	1.42983	2.19497	0.666269	2.01065	1.40747	0.01	1.31307	2.15246	1.18178	1.30765	2.21493	1.36643	1.32136	1.21906	0.959946	1.40144	1.22478	1.79628	3.82828	0.0565151	615000	3.16584
chr17_0_5000-chr17_625000_630000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.04898	0.891608	0.380666	1.02323	1.044	0.888474	0.341795	0.589247	0.489288	1.11131	0.88178	1.9602	1.64514	1.72663	1.3121	2.14344	1.17895	1.31117	2.21361	1.37577	1.32712	1.21927	0.963736	1.40784	1.22028	1.79801	3.80876	0.0561399	620000	3.35832
chr17_0_5000-chr17_630000_635000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.85221	1.62702	1.64173	0.856882	1.9219	2.98704	3.99904	2.67448	1.66208	2.58982	0.979722	1.93509	0.653145	0.01	1.31	2.13343	1.17256	1.30887	2.20425	1.37187	1.31924	1.21423	0.95994	1.40547	1.21757	1.79931	3.79145	0.0695039	625000	3.36351
chr17_0_5000-chr17_635000_640000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	2.02008	6.16342	7.59175	1.33125	3.99492	4.90824	16.5187	16.1165	12.7125	15.1636	2.18337	2.1813	5.72465	0.01	1.3143	2.12941	1.17628	1.30528	2.20201	1.38469	1.3405	1.22582	0.965513	1.41487	1.21568	1.80038	3.76654	0.0690317	630000	3.2516
chr17_0_5000-chr17_640000_645000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.75795	4.57067	10.0023	0.823472	7.78098	8.79879	8.38722	5.30005	5.04917	4.27137	1.45016	4.03679	2.22828	0.01	1.31986	2.16117	1.2268	1.30549	2.21613	1.41244	1.46002	1.34307	1.05801	1.52313	1.2233	1.80338	3.78196	0.0685668	635000	3.00028
chr17_0_5000-chr17_645000_650000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.42948	1.962	1.90845	1.24123	9.4298	2.55796	2.8176	1.88254	8.0746	1.41929	1.78365	5.56566	4.35601	0.01	1.32328	2.18	1.29536	1.30172	2.2596	1.47014	1.51414	1.37399	1.08919	1.5446	1.22507	1.82083	3.76982	0.0681093	640000	2.88198
chr17_0_5000-chr17_655000_660000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	11.9382	7.90753	12.2146	0.94083	2.12802	2.13473	10.9568	11.008	6.76055	17.4365	1.8616	1.3843	2.20218	0.01	1.32961	2.18496	1.34442	1.3029	2.35891	1.50632	1.65156	1.49646	1.40918	1.64087	1.24986	1.86837	3.76701	0.0672153	650000	3.18651
chr17_0_5000-chr17_665000_670000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.44838	1.4068	0.871726	0.844365	6.01601	0.65579	0.774588	0.769937	0.552225	1.64853	0.715433	2.43836	2.58444	1.1139	1.41492	2.22835	1.42658	1.29534	2.39613	1.50831	1.71433	1.56587	1.44493	1.76272	1.25178	1.8626	3.74796	0.0663484	660000	2.87834
chr17_0_5000-chr17_670000_675000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.31101	1.5124	0.565365	0.790583	8.80983	0.763583	0.324181	0.980494	1.28579	1.3035	0.538986	1.49946	1.41009	0.01	1.41517	2.22217	1.4224	1.29195	2.42334	1.5019	1.70726	1.55989	1.43822	1.76186	1.24775	1.86693	3.73921	0.0742247	665000	2.81344
chr17_0_5000-chr17_675000_680000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.44949	2.89588	5.70062	1.15128	9.14009	5.61623	3.89601	3.10849	3.59521	3.01308	1.09978	1.84728	2.14808	0.01	1.41439	2.21688	1.41601	1.28821	2.471	1.49639	1.69694	1.55556	1.43708	1.75844	1.24246	1.86419	3.72183	0.0737454	670000	2.14365
chr17_0_5000-chr17_685000_690000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	3.06662	7.97645	13.2482	0.692328	4.45765	5.87414	16.7037	26.1971	24.3402	20.0943	1.06815	3.80166	1.28624	0.01	1.41775	2.22654	1.46484	1.28226	2.54692	1.54228	1.76911	1.61177	1.52859	1.79764	1.24142	1.88038	3.68738	0.072808	680000	2.67109
chr17_0_5000-chr17_695000_700000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	5.92856	4.44891	0.719923	0.94087	3.78561	1.73634	1.023	0.904429	1.17346	1.4431	0.627078	3.20622	10.0114	0.01	1.4281	2.2665	1.54317	1.27789	2.60065	1.56962	1.87211	1.78836	1.70133	1.928	1.23827	1.90161	3.6473	0.0718977	690000	2.57718
chr17_0_5000-chr17_700000_705000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.25045	3.94503	0.470913	1.34035	1.05441	0.820901	0.87556	0.811003	0.410343	1.24844	0.518528	2.52739	7.59017	0.01	1.46048	2.2822	1.53724	1.27547	2.60918	1.57082	1.866	1.782	1.69754	1.92451	1.23387	1.911	3.69308	0.0714524	695000	3.05155
chr17_0_5000-chr17_705000_710000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.884716	4.0804	0.0672571	1.63622	0.558525	0.443353	0.436288	0.448185	0.297823	1.22419	0.450808	1.86207	8.24411	0.01	1.45898	2.29408	1.52963	1.27593	2.59807	1.56546	1.85892	1.77506	1.68834	1.91968	1.22876	1.9154	3.72092	0.0710135	700000	1.89896
chr17_0_5000-chr17_710000_715000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.660431	2.74523	0.70283	2.1299	1.02993	1.85251	1.35471	0.788779	0.224872	1.30734	2.21381	2.15165	3.27785	0.01	1.4549	2.30675	1.51926	1.27849	2.58361	1.5575	1.84883	1.76565	1.67848	1.91475	1.22325	1.91502	3.753	0.0705808	705000	2.90735
chr17_0_5000-chr17_720000_725000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.804174	1.77913	0.508099	0.886199	0.554601	1.75313	0.708813	0.957407	0.374869	0.746183	0.591229	1.04547	3.10404	0.01	1.44533	2.31449	1.50946	1.28416	2.55991	1.55986	1.83787	1.75286	1.65971	1.90358	1.23185	1.9206	3.72816	0.0697335	715000	2.64035
chr17_0_5000-chr17_725000_730000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.976905	5.10673	3.25848	1.4945	0.79218	4.24533	4.26731	2.02973	0.702153	2.23633	1.17235	2.33309	6.82477	0.01	1.44087	2.31077	1.5025	1.2814	2.54598	1.56121	1.83003	1.74733	1.65079	1.89555	1.2274	1.91452	3.72383	0.0693187	720000	2.48275
chr17_0_5000-chr17_730000_735000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.34234	1.00102	0.548195	1.74224	0.404597	0.691663	0.73285	1.02228	0.593752	0.8297	1.24494	1.80822	0.788279	0.01	1.43768	2.33005	1.51461	1.28287	2.53389	1.57972	1.84683	1.74928	1.64424	1.8979	1.22702	1.91741	3.74521	0.0689096	725000	2.52684
chr17_0_5000-chr17_740000_745000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.735404	2.32289	0.682786	1.76219	0.539573	0.779362	0.927241	0.839902	0.331453	1.07226	1.59669	1.79251	3.1955	0.01	1.43262	2.31986	1.50067	1.28637	2.50891	1.56815	1.82849	1.73885	1.6285	1.88101	1.22973	1.91763	3.71147	0.0681081	735000	2.6453
