Pair	Ctcf_E	Dnase_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me1_E	H3k4me2_E	H3k4me3_E	H3k79me2_E	H3k9ac_E	H3k9me3_E	H4k20me1_E	RAD21_E	TBP_E	Ctcf_P	Dnase_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me1_P	H3k4me2_P	H3k4me3_P	H3k79me2_P	H3k9ac_P	H3k9me3_P	H4k20me1_P	RAD21_P	TBP_P	Ctcf_W	Dnase_W	H3k27ac_W	H3k27me3_W	H3k36me3_W	H3k4me1_W	H3k4me2_W	H3k4me3_W	H3k79me2_W	H3k9ac_W	H3k9me3_W	H4k20me1_W	RAD21_W	TBP_W	Distance	Count
chr17_0_5000-chr17_55000_60000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.818985	0.91908	0.897145	1.62146	2.11574	0.69633	0.97873	2.0769	0.93848	0.546195	1.7805	1.3954	4.1416	0.01	1.59618	1.10624	0.666572	0.920876	1.63508	0.400696	0.463932	0.580721	0.291838	0.409217	0.989537	1.28467	11.3544	0.0620972	50000	2.47228
chr17_0_5000-chr17_570000_575000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.899905	0.54573	0.572905	0.678455	1.86018	1.31114	1.07872	0.801945	0.84397	0.82172	1.39225	1.46809	1.73358	0.01	1.1675	1.06927	1.00251	0.899586	1.50582	0.963291	0.798487	0.858433	0.461043	0.55923	1.02455	1.12221	3.54041	0.0507701	565000	1.57414
chr17_0_5000-chr17_575000_580000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.51212	1.06721	0.858985	0.90634	2.06135	1.83105	0.56797	0.620035	1.5398	1.10715	1.5461	1.05052	2.06251	0.01	1.16515	1.06467	0.998739	0.897646	1.50893	0.966342	0.800945	0.857938	0.464402	0.561532	1.02777	1.12524	3.52456	0.0504125	570000	1.15216
chr17_0_5000-chr17_580000_585000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.765915	0.49792	0.343565	0.721915	1.31699	1.33995	0.660025	0.91981	0.86644	1.38503	1.3158	0.86028	2.73202	0.01	1.16817	1.0647	0.997524	0.897722	1.51373	0.973861	0.798919	0.855869	0.473754	0.566277	1.03228	1.12459	3.51185	0.0500611	575000	1.24918
chr17_0_5000-chr17_585000_590000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.5181	0.908695	0.59727	1.33804	1.80416	2.01604	0.93389	0.498225	1.17022	0.984195	1.1605	1.3073	0.629905	0.01	1.1647	1.05981	0.991886	0.896206	1.51204	0.977017	0.797722	0.85642	0.477139	0.573335	1.03472	1.12231	3.50513	0.0497157	580000	1.47128
chr17_0_5000-chr17_590000_595000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	2.26375	1.64723	1.19085	0.58517	1.9255	2.91554	0.92047	0.737835	0.877785	1.09488	1.52105	1.31518	2.68259	0.01	1.16772	1.05852	0.988513	0.899982	1.51453	0.985898	0.798886	0.853359	0.483063	0.576846	1.0358	1.12389	3.48055	0.0493763	585000	0.97475
chr17_0_5000-chr17_60000_65000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.23911	0.52477	0.836755	1.9851	2.01138	0.5595	0.43149	0.557155	0.333545	0.647035	1.09668	1.61937	5.89888	0.01	1.52553	1.08923	0.687533	0.984566	1.67878	0.427572	0.510731	0.716737	0.350624	0.421669	1.06144	1.29474	10.6987	0.0573611	55000	2.91155
chr17_0_5000-chr17_605000_610000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.863945	1.3979	0.40527	1.19087	1.48038	2.714	0.81643	0.801915	1.27406	1.30146	1.31984	1.0324	1.67509	0.01	1.20545	1.07537	0.988328	0.891696	1.54024	1.0278	0.794919	0.849456	0.495526	0.585635	1.0427	1.12601	3.44989	0.0483919	600000	2.36356
chr17_0_5000-chr17_610000_615000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.7081	1.33855	1.16633	0.86079	2.47561	4.35	1.19398	1.34518	1.83809	2.34685	1.49737	1.90065	4.59894	0.01	1.20263	1.07804	0.983509	0.894169	1.53975	1.04173	0.795096	0.849063	0.50196	0.591551	1.04499	1.12523	3.43523	0.0480746	605000	1.73884
chr17_0_5000-chr17_620000_625000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.09097	0.60566	1.05482	0.69791	1.4657	2.13601	1.60076	1.77285	1.0029	1.06244	1.54574	1.38575	1.05989	0.01	1.20943	1.14155	1.02642	0.913781	1.54647	1.07971	0.902726	0.951393	0.592454	0.686066	1.05495	1.1322	3.45867	0.0474555	615000	2.17047
chr17_0_5000-chr17_625000_630000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.956665	1.77545	0.801745	0.932615	1.03843	1.7849	1.6892	2.02595	1.03136	0.857555	1.18246	1.6291	1.793	1.5345	1.20848	1.13723	1.02665	0.91204	1.54582	1.08823	0.908356	0.958018	0.595764	0.689101	1.05891	1.13425	3.43933	0.0471534	620000	1.00903
chr17_0_5000-chr17_640000_645000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.861295	1.71565	0.956435	0.26174	3.11557	2.47495	0.72937	0.61604	1.61728	1.4834	1.34098	1.91785	1.70652	0.01	1.20623	1.19917	1.06433	0.92384	1.55049	1.12238	0.996331	1.04677	0.66472	0.757599	1.06326	1.14638	3.42196	0.0582797	635000	1.91636
chr17_0_5000-chr17_645000_650000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.00619	1.61665	1.36484	0.541923	4.0835	4.5646	1.8083	0.55851	3.55895	3.86925	2.0992	2.88575	4.36687	0.01	1.20353	1.20321	1.06348	0.918667	1.56272	1.13294	0.994245	1.0434	0.672162	0.763269	1.06543	1.15241	3.40856	0.0579025	640000	1.88596
chr17_0_5000-chr17_650000_655000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	2.0165	3.9415	5.7606	3.64918	4.71886	6.1718	12.8556	15.0335	25.1935	21.895	1.904	2.46235	2.60977	0.01	1.202	1.20641	1.06582	0.915747	1.58226	1.15955	1.00056	1.03964	0.69454	0.787346	1.07345	1.16584	3.41598	0.0575312	645000	1.66024
chr17_0_5000-chr17_655000_660000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	10.2936	9.92115	9.07265	5.43877	1.73875	3.4946	7.1623	6.11865	5.17245	11.1911	1.47661	1.09145	2.34443	0.01	1.20827	1.22745	1.10193	0.936773	1.60639	1.1981	1.09175	1.14729	0.882994	0.949713	1.07984	1.17582	3.40978	0.0571656	650000	1.47128
chr17_0_5000-chr17_665000_670000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.623715	0.33416	0.49318	0.58522	2.5338	2.17457	0.198505	0.495545	0.820345	0.711095	0.75824	0.81648	2.05438	1.03021	1.27715	1.29308	1.15902	0.967525	1.61534	1.22955	1.13413	1.18094	0.915475	1.02734	1.0843	1.17676	3.39574	0.0564509	660000	1.05369
chr17_0_5000-chr17_670000_675000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.1052	1.08116	0.50122	0.60912	4.6014	3.88099	0.515145	0.6789	1.3198	0.934995	1.3061	1.44975	1.18964	0.01	1.27224	1.28587	1.15402	0.964651	1.62225	1.23665	1.12709	1.17578	0.914759	1.02496	1.08185	1.17405	3.38566	0.0637724	665000	1.58007
chr17_0_5000-chr17_675000_680000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.1088	1.69399	0.56798	0.71967	3.72594	3.36851	0.56792	0.98388	1.24527	1.3826	0.9064	1.34179	1.80806	0.01	1.27099	1.28434	1.14915	0.961998	1.64448	1.25639	1.12253	1.17208	0.917782	1.02429	1.08352	1.17611	3.36927	0.0633712	670000	1.03509
chr17_0_5000-chr17_680000_685000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.5785	2.34995	2.3161	3.09444	3.3324	4.4248	5.97795	6.94515	10.5016	8.84025	1.2456	1.1901	0.52755	0.01	1.26979	1.28737	1.14484	0.960203	1.6599	1.27203	1.11842	1.17068	0.920208	1.02694	1.08221	1.17734	3.35771	0.0629758	675000	1.48579
chr17_0_5000-chr17_685000_690000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	2.79635	9.18745	11.2272	8.33181	2.89275	4.959	20.9815	19.149	23.1615	22.8935	2.0781	1.94655	1.04681	0.01	1.27206	1.29519	1.15345	0.975896	1.6722	1.29522	1.15415	1.21314	0.990659	1.08439	1.08341	1.17743	3.3369	0.0625863	680000	2.64486
chr17_0_5000-chr17_690000_695000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.81542	1.4547	0.803905	0.651455	3.7847	3.1345	0.581495	0.879785	1.74712	1.38295	1.3373	1.26445	0.570027	0.01	1.28319	1.35279	1.22698	1.02959	1.68111	1.32196	1.29887	1.34406	1.15249	1.24358	1.09067	1.18304	3.32018	0.0622024	685000	1.78257
chr17_0_5000-chr17_695000_700000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	9.513	7.3037	1.42335	0.44617	1.88177	1.94025	0.89567	1.5912	0.647145	0.907795	1.64234	1.59518	9.19474	0.01	1.2798	1.35353	1.22392	1.02685	1.69635	1.33509	1.29368	1.3407	1.1568	1.24459	1.09246	1.18363	3.30025	0.0618242	690000	1.0713
chr17_0_5000-chr17_700000_705000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.86429	1.28575	0.86294	1.87124	2.42642	0.83628	0.79795	0.618735	0.427755	0.408515	1.5012	1.7765	5.80691	0.01	1.33903	1.39634	1.22535	1.02267	1.69768	1.33945	1.29081	1.3425	1.15313	1.24217	1.09641	1.18659	3.34266	0.0614513	695000	1.96414
chr17_0_5000-chr17_70000_75000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.48765	0.742995	0.63636	0.85502	1.19589	0.23882	0.415285	0.55588	0.23074	0.376515	0.83471	1.64695	3.31529	0.01	1.44666	1.09018	0.903454	1.00593	1.67765	0.431041	0.538238	0.771127	0.367452	0.436288	1.05334	1.2893	9.82294	0.0500748	65000	1.30049
chr17_0_5000-chr17_705000_710000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.628195	1.01498	0.82759	2.0904	2.96464	0.31748	0.36251	0.555825	0.315735	0.520045	0.81745	1.47496	8.10819	0.01	1.33564	1.39555	1.22276	1.02873	1.70289	1.33585	1.28729	1.33733	1.14795	1.23621	1.0993	1.19081	3.36026	0.0610838	700000	1.0795
chr17_0_5000-chr17_710000_715000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.864865	1.71155	0.797635	1.51563	3.9343	0.55209	0.65098	0.49569	0.293345	0.520755	1.2713	1.3371	2.87611	0.01	1.33062	1.39285	1.21996	1.03626	1.71184	1.32863	1.28073	1.33179	1.14205	1.23114	1.0973	1.19282	3.39393	0.0607215	705000	1.14536
chr17_0_5000-chr17_715000_720000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.76955	1.82058	1.53366	2.02993	4.04846	0.66415	0.77328	0.500825	0.31114	0.367195	1.2417	1.9188	0.607568	0.01	1.32734	1.3951	1.21699	1.03964	1.72749	1.32316	1.2763	1.3259	1.13607	1.22613	1.09853	1.19384	3.39029	0.0603643	710000	0.999756
chr17_0_5000-chr17_720000_725000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.63181	0.263885	0.53868	1.95583	2.17803	0.611905	0.424595	0.67778	0.351335	0.216115	0.84713	1.14472	2.79793	0.01	1.32344	1.39807	1.2192	1.04656	1.74372	1.31855	1.27278	1.32013	1.1303	1.22013	1.09953	1.19891	3.37083	0.0600121	715000	1.66841
chr17_0_5000-chr17_725000_730000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.3076	1.02768	0.914465	2.67599	3.02347	0.611905	0.41156	0.6802	0.40347	0.349495	1.2717	1.77503	5.5774	0.01	1.31864	1.39019	1.21448	1.05288	1.74673	1.31365	1.26689	1.31567	1.12489	1.21315	1.09778	1.19853	3.36685	0.0596648	720000	1.48097
chr17_0_5000-chr17_730000_735000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.09699	1.05062	0.823605	1.83917	1.89778	1.04215	0.84509	0.676355	0.46607	0.50936	1.00425	1.20503	0.652426	0.01	1.31856	1.38769	1.21241	1.06407	1.75554	1.30881	1.26099	1.31128	1.11992	1.2072	1.09898	1.20251	3.38209	0.0593223	725000	2.08811
chr17_0_5000-chr17_735000_740000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.744225	1.09533	0.99742	2.17459	3.00974	0.494795	0.679165	0.619975	0.44691	0.366621	1.21939	2.16507	1.62484	0.01	1.31704	1.38539	1.20974	1.06938	1.75651	1.30698	1.25814	1.30694	1.11544	1.20242	1.09833	1.20253	3.3634	0.0589845	730000	1.82076
chr17_0_5000-chr17_740000_745000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.48955	1.2858	0.914585	2.31851	3.30782	0.646755	0.703705	0.923695	0.7093	0.56837	1.50569	1.46193	2.73124	0.01	1.31315	1.38341	1.2083	1.0769	1.76504	1.30145	1.2542	1.30226	1.11089	1.19673	1.09915	1.20907	3.35157	0.0586513	735000	1.76855
chr17_0_5000-chr17_745000_750000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.909155	1.2857	0.77301	3.20503	4.43007	0.52723	0.45679	0.74308	0.50817	0.317485	1.16286	1.8195	2.66769	0.01	1.31434	1.38275	1.20631	1.08529	1.77546	1.29703	1.25048	1.2997	1.10818	1.19249	1.1019	1.21078	3.34738	0.0583225	740000	2.0361
chr17_0_5000-chr17_750000_755000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.0403	1.81405	1.42998	2.94819	4.04983	1.01968	0.84509	0.61744	0.343915	0.67417	1.36515	1.9497	2.83355	0.528108	1.31162	1.3821	1.20341	1.09951	1.79328	1.29186	1.24516	1.29597	1.10415	1.18661	1.10231	1.21487	3.34282	0.0579982	745000	1.82106
chr17_0_5000-chr17_765000_770000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.01701	0.93323	0.92267	2.62997	4.42513	1.24584	0.65094	1.49455	0.842235	0.81685	1.32072	1.8983	0.511227	0.525197	1.30275	1.38989	1.19755	1.12867	1.81445	1.28136	1.23497	1.28535	1.08989	1.1743	1.10332	1.22301	3.322	0.0604595	760000	0.919454
chr17_0_5000-chr17_770000_775000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.1088	0.53564	0.610355	2.93535	3.62182	0.435395	0.462425	0.77449	0.34076	0.567952	1.61695	1.46615	4.12584	0.01	1.30088	1.3869	1.19576	1.13849	1.83151	1.28112	1.23115	1.28672	1.08827	1.17196	1.10474	1.22742	3.30363	0.063497	765000	1.03636
chr17_0_5000-chr17_775000_780000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.4748	1.188	0.458395	1.42453	1.96797	0.972325	0.76216	0.55326	0.363115	0.499915	1.32075	1.33745	2.73108	0.515821	1.29963	1.38138	1.19195	1.15015	1.84314	1.27563	1.22616	1.28339	1.08342	1.16804	1.10806	1.22897	3.30897	0.0631496	770000	2.13067
chr17_0_5000-chr17_785000_790000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.10525	1.15155	1.0923	1.8606	2.0985	1.14395	1.5312	0.83911	0.38555	0.302661	1.13544	1.14229	2.37023	0.01	1.33328	1.39318	1.18651	1.1525	1.84181	1.27088	1.22311	1.27771	1.07496	1.16042	1.11065	1.2309	3.30877	0.0657107	780000	1.88008
chr17_0_5000-chr17_790000_795000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.76954	0.505095	0.896385	2.72991	2.70232	0.56963	0.703665	1.28745	0.700625	0.669225	1.7256	2.2937	3.86972	0.01	1.33183	1.39164	1.18591	1.15701	1.84344	1.27008	1.22507	1.27492	1.07057	1.15496	1.11081	1.23033	3.30279	0.0653558	785000	1.40973
chr17_0_5000-chr17_800000_805000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.998985	1.18003	0.855965	2.55923	2.87744	0.59707	0.89779	0.34388	0.591815	0.63232	0.90654	2.01275	2.68923	0.01	1.32576	1.38357	1.18	1.16769	1.84814	1.25967	1.21445	1.27028	1.06424	1.1466	1.1124	1.2349	3.3128	0.0646595	795000	1.86747
chr17_0_5000-chr17_80000_85000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.2428	1.6733	1.23491	1.83374	2.13843	1.28797	0.72066	1.5938	0.16783	0.56838	1.1608	1.7317	5.6516	0.522333	1.38517	1.0636	0.86665	1.02087	1.66059	0.441555	0.517199	0.734314	0.343957	0.445702	1.04413	1.33871	9.0815	0.0786426	75000	2.46667
chr17_0_5000-chr17_810000_815000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.730985	1.46215	0.91871	2.70193	2.054	1.52955	1.11895	0.72972	0.52465	0.605275	0.90901	1.0598	2.70279	0.01	1.3217	1.37986	1.17311	1.18598	1.86368	1.25153	1.20862	1.26125	1.05713	1.13885	1.10954	1.24118	3.30193	0.0639805	805000	1.06418
chr17_0_5000-chr17_815000_820000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.4093	1.15197	0.98621	3.13119	3.18219	0.611845	0.662225	0.741675	0.349935	0.85868	1.26675	1.55865	2.20358	0.522797	1.31805	1.38037	1.17154	1.19534	1.86485	1.25325	1.20807	1.25797	1.05385	1.13556	1.1083	1.24007	3.29823	0.0636473	810000	1.58184
chr17_0_5000-chr17_820000_825000	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.12574	1.07424	1.24986	2.15552	3.03695	1.04461	0.867605	1.10684	0.463375	0.69627	1.3579	2.04423	6.56824	0.01	1.31861	1.37897	1.1704	1.20722	1.87294	1.24931	1.20472	1.2548	1.04953	1.13386	1.10928	1.24202	3.29151	0.0664642	815000	1.06474
